Identifier,Title,Start date,End date,Number of deaths,Year,Month,State,Region,BanditScore,TravelRiskScore,RouteAlert
IBD029794,"Auto Crash, Oyo",2024-05-16,2024-05-16,7,2024,1,Oyo,South West,0,3,Safe
IBD029795,"One Killed, Oyo",2024-05-16,2024-05-16,1,2024,1,Oyo,South West,0,0,Safe
IBD029803,"Gunmen Attack, Abia",2024-05-16,2024-05-16,2,2024,1,Abia,South East,2,5,Caution
IBD029799,"Gunmen vs Guard, Oyo",2024-05-16,2024-05-16,1,2024,1,Oyo,South West,1,5,Caution
IBD029793,"Auto Crash, Abia",2024-05-16,2024-05-16,13,2024,1,Abia,South East,0,5,Caution
IBD029831,"Woman Found Dead, FCT (Abuja)",2024-05-16,2024-05-16,1,2024,1,FCT,North Central,0,0,Safe
IBD029789,"Seminarian vs Housewife, Imo",2024-05-16,2024-05-16,1,2024,1,Imo,South East,0,0,Safe
IBD029797,"Bandits Kill 2, Kaduna",2024-05-15,2024-05-15,2,2024,1,Kaduna,North West,1,5,Caution
IBD029796,"Cult Clash, Benue",2024-05-15,2024-05-15,2,2024,1,Benue,North Central,0,0,Safe
IBD029777,"Man vs Girlfriend, Akwa Ibom",2024-05-14,2024-05-14,1,2024,1,Akwa Ibom,South South,0,0,Safe
IBD029783,"Mosque Attack, Kano",2024-05-14,2024-05-14,19,2024,1,Kano,North West,1,10,Avoid Route
IBD029788,"Seminarian vs Housewife, Abia",2024-05-14,2024-05-14,1,2024,1,Abia,South East,0,0,Safe
IBD030169,"Man vs Woman, Rivers",2024-05-14,2024-05-14,1,2024,1,Rivers,South South,0,0,Safe
IBD029792,"Extrajudicial Killing, Anambra",2024-05-14,2024-05-14,1,2024,1,Anambra,South East,0,0,Safe
IBD029785,"Cult Clash, Ogun",2024-05-14,2024-05-14,1,2024,1,Ogun,South West,0,0,Safe
IBD029786,"Scavengers Killed 3, FCT (Abuja)",2024-05-14,2024-05-14,3,2024,1,FCT,North Central,0,3,Safe
IBD029787,"Herdsmen vs Residents, Benue",2024-05-14,2024-05-14,10,2024,1,Benue,North Central,1,10,Avoid Route
IBD030163,"Sex Romp, Rivers",2024-05-14,2024-05-14,1,2024,1,Rivers,South South,0,0,Safe
IBD029779,"Hoodlums Kill Beggar, Osun",2024-05-13,2024-05-13,1,2024,1,Osun,South West,0,0,Safe
IBD029772,"Domestic Violence, Anambra",2024-05-13,2024-05-13,1,2024,1,Anambra,South East,0,0,Safe
IBD029781,"Banditry, Zamfara",2024-05-13,2024-05-13,150,2024,1,Zamfara,North West,1,10,Avoid Route
IBD029790,"Army vs Terrorists, Borno",2024-05-13,2024-05-13,1,2024,1,Borno,North East,1,5,Caution
IBD029827,"Gunmen Attack, Plateau",2024-05-13,2024-05-13,46,2024,1,Plateau,North Central,2,10,Avoid Route
IBD029750,"Banditry, Niger",2024-05-13,2024-05-13,2,2024,1,Niger,North Central,1,5,Caution
IBD029780,"Army vs Boko Haram, Borno",2024-05-13,2024-05-13,1,2024,1,Borno,North East,0,0,Safe
IBD029768,"Gunmen vs PoS Operator, Ogun",2024-05-12,2024-05-12,1,2024,1,Ogun,South West,1,5,Caution
IBD029771,"Bandits Kill Soldier, Kaduna",2024-05-12,2024-05-12,1,2024,1,Kaduna,North West,1,5,Caution
IBD029764,"Generator Fume, Delta",2024-05-12,2024-05-12,2,2024,1,Delta,South South,0,0,Safe
IBD029770,"Banditry, Katsina",2024-05-12,2024-05-12,46,2024,1,Katsina,North West,1,10,Avoid Route
IBD029775,"Rival Gangs, Kano",2024-05-12,2024-05-12,3,2024,1,Kano,North West,0,3,Safe
IBD029765,"Kidnappers vs Travelers, Oyo",2024-05-12,2024-05-12,1,2024,1,Oyo,South West,1,5,Caution
IBD029773,"Gunmen Kill Pregnant Woman and Others, Benue",2024-05-12,2024-05-12,11,2024,1,Benue,North Central,1,10,Avoid Route
IBD029774,"Train Crash, Delta",2024-05-12,2024-05-12,1,2024,1,Delta,South South,0,0,Safe
IBD029763,"Hoodlums Attack, Edo",2024-05-12,2024-05-12,1,2024,1,Edo,South South,1,5,Caution
IBD029778,"Terrorists vs Army, Zamfara",2024-05-12,2024-05-12,4,2024,1,Zamfara,North West,1,8,Avoid Route
IBD029810,"Communal Clash, Ebonyi",2024-05-12,2024-05-12,1,2024,1,Ebonyi,South East,0,0,Safe
IBD029776,"Fulani Militia Kill Man, Plateau",2024-05-12,2024-05-12,1,2024,1,Plateau,North Central,0,0,Safe
IBD029766,"Army vs Bandits, Kaduna",2024-05-12,2024-05-12,4,2024,1,Kaduna,North West,1,8,Avoid Route
IBD029738,"Auto Crash, Ogun",2024-05-11,2024-05-11,3,2024,1,Ogun,South West,0,3,Safe
IBD029758,"Gas Explosion, Lagos",2024-05-11,2024-05-11,11,2024,1,Lagos,South West,0,5,Caution
IBD029756,"Auto Crash, Lagos",2024-05-11,2024-05-11,1,2024,1,Lagos,South West,0,0,Safe
IBD029754,"Fulani Herders vs Farmers, Benue",2024-05-10,2024-05-10,4,2024,1,Benue,North Central,0,3,Safe
IBD029739,"Auto Crash, Kano",2024-05-10,2024-05-10,1,2024,1,Kano,North West,0,0,Safe
IBD029748,"Tanker Explosion, Lagos",2024-05-10,2024-05-10,2,2024,1,Lagos,South West,0,0,Safe
IBD029757,"Gunmen vs Security Operatives, Enugu",2024-05-10,2024-05-10,4,2024,1,Enugu,South East,1,8,Avoid Route
IBD029767,"Communal Clash, Abia",2024-05-10,2024-05-11,1,2024,1,Abia,South East,0,0,Safe
IBD029760,"Herdsmen Attack, Benue",2024-05-10,2024-05-10,4,2024,1,Benue,North Central,2,8,Avoid Route
IBD029751,"Gunmen vs FIRS Official, FCT (Abuja)",2024-05-10,2024-05-10,1,2024,1,FCT,North Central,1,5,Caution
IBD029747,"IPOB/ESN vs Police, Enugu",2024-05-10,2024-05-10,3,2024,1,Enugu,South East,0,3,Safe
IBD030231,"Cult Killing, Ogun",2024-05-10,2024-05-10,1,2024,1,Ogun,South West,0,0,Safe
IBD029753,"Bandits Kill 2, Sokoto",2024-05-10,2024-05-10,2,2024,1,Sokoto,North West,1,5,Caution
IBD029882,"Domestic Violence, Ondo",2024-05-10,2024-05-10,1,2024,1,Ondo,South West,0,0,Safe
IBD029685,"Decomposing Corpse, Kaduna",2024-05-10,2024-05-10,1,2024,1,Kaduna,North West,0,0,Safe
IBD029791,"Decomposing Corpse, Kaduna",2024-05-10,2024-05-10,3,2024,1,Kaduna,North West,0,3,Safe
IBD029782,"Communal Crisis, Benue",2024-05-10,2024-05-11,4,2024,1,Benue,North Central,0,3,Safe
IBD029740,"Banditry, Zamfara",2024-05-09,2024-05-09,18,2024,1,Zamfara,North West,1,10,Avoid Route
IBD029729,"Communal Dispute, Delta",2024-05-09,2024-05-09,1,2024,1,Delta,South South,0,0,Safe
IBD029741,"Farmers vs Banditry, Zamfara",2024-05-09,2024-05-09,20,2024,1,Zamfara,North West,1,10,Avoid Route
IBD030230,"Cult Killing, Ogun",2024-05-08,2024-05-08,1,2024,1,Ogun,South West,0,0,Safe
IBD029745,"Kidnappers Kill Man, Taraba",2024-05-08,2024-05-08,1,2024,1,Taraba,North East,1,5,Caution
IBD029762,"Auto Crash, Ogun",2024-05-08,2024-05-08,1,2024,1,Ogun,South West,0,0,Safe
IBD029742,"Gunmen vs Herders, Plateau",2024-05-08,2024-05-08,2,2024,1,Plateau,North Central,1,5,Caution
IBD029744,"Generator Fume Kill 3, Delta",2024-05-08,2024-05-08,3,2024,1,Delta,South South,0,3,Safe
IBD029735,"Banditry vs Football Fans, Kaduna",2024-05-08,2024-05-08,3,2024,1,Kaduna,North West,1,8,Avoid Route
IBD029732,"Student Dies, Plateau",2024-05-08,2024-05-08,1,2024,1,Plateau,North Central,0,0,Safe
IBD029761,"Communal Clash, Benue",2024-05-07,2024-05-07,1,2024,1,Benue,North Central,0,0,Safe
IBD029730,"Gas Explosion, Lagos",2024-05-07,2024-05-07,2,2024,1,Lagos,South West,0,0,Safe
IBD029723,"Domestic Violence, Delta",2024-05-07,2024-05-07,1,2024,1,Delta,South South,0,0,Safe
IBD029734,"Gunmen Kill 5, Plateau",2024-05-07,2024-05-07,4,2024,1,Plateau,North Central,1,8,Avoid Route
IBD029728,"Inmate Dies, FCT (Abuja)",2024-05-07,2024-05-07,1,2024,1,FCT,North Central,0,0,Safe
IBD029721,"Hawkers Clash, Lagos",2024-05-07,2024-05-07,1,2024,1,Lagos,South West,0,0,Safe
IBD029736,"Robber Kill 2, Ogun",2024-05-07,2024-05-07,1,2024,1,Ogun,South West,0,0,Safe
IBD029752,"Banditry, Zamfara",2024-05-07,2024-05-11,49,2024,1,Zamfara,North West,1,10,Avoid Route
IBD029722,"Kidnappers, Ogun",2024-05-07,2024-05-07,3,2024,1,Ogun,South West,1,8,Avoid Route
IBD029737,"Found Dead, Ogun",2024-05-07,2024-05-07,1,2024,1,Ogun,South West,0,0,Safe
IBD029731,"2 Died, Delta",2024-05-07,2024-05-07,2,2024,1,Delta,South South,0,0,Safe
IBD029718,"Man vs Co-worker, Ondo",2024-05-06,2024-05-06,1,2024,1,Ondo,South West,0,0,Safe
IBD029711,"Herbal Concoction, Ondo",2024-05-06,2024-05-06,2,2024,1,Ondo,South West,0,0,Safe
IBD029717,"Gunmen Kill 3, Edo",2024-05-06,2024-05-06,3,2024,1,Edo,South South,1,8,Avoid Route
IBD029719,"Banditry, Zamfara",2024-05-06,2024-05-06,9,2024,1,Zamfara,North West,1,8,Avoid Route
IBD029726,"Suspected Herders Kill NSCDC Officer, Benue",2024-05-06,2024-05-06,1,2024,1,Benue,North Central,0,0,Safe
IBD029716,"Terrorists Attack, Katsina",2024-05-06,2024-05-06,1,2024,1,Katsina,North West,2,5,Caution
IBD029724,"Windstorm, Gombe",2024-05-06,2024-05-06,1,2024,1,Gombe,North East,0,0,Safe
IBD029935,"Auto Crash, Ebonyi",2024-05-05,2024-05-05,1,2024,1,Ebonyi,South East,0,0,Safe
IBD029710,"Banditry, Kaduna",2024-05-05,2024-05-05,6,2024,1,Kaduna,North West,1,8,Avoid Route
IBD029689,"Tanker Explosion, Delta",2024-05-04,2024-05-04,8,2024,1,Delta,South South,0,3,Safe
IBD029733,"Vigilante vs Police Officer, Taraba",2024-05-04,2024-05-04,1,2024,1,Taraba,North East,0,0,Safe
IBD029720,"Army vs Bandits, Kaduna",2024-05-04,2024-05-04,2,2024,1,Kaduna,North West,1,5,Caution
IBD029699,"Boko Haram Explosion, Borno",2024-05-04,2024-05-04,4,2024,1,Borno,North East,0,3,Safe
IBD029692,"Banditry, katisna",2024-05-04,2024-05-04,3,2024,1,Unknown,,1,8,Avoid Route
IBD029743,"Man vs Friend, Kano",2024-05-04,2024-05-04,1,2024,1,Kano,North West,0,0,Safe
IBD029703,"Gunmen vs Monarch, Ebonyi",2024-05-03,2024-05-03,1,2024,1,Ebonyi,South East,1,5,Caution
IBD029681,"Banditry, Katsina",2024-05-03,2024-05-03,2,2024,1,Katsina,North West,1,5,Caution
IBD029708,"Bandits vs Community Protection Guards, Zamfara",2024-05-03,2024-05-03,3,2024,1,Zamfara,North West,1,8,Avoid Route
IBD029693,"Banditry, Katsina",2024-05-03,2024-05-03,24,2024,1,Katsina,North West,1,10,Avoid Route
IBD029702,"Banditry, Kebbi",2024-05-03,2024-05-03,7,2024,1,Kebbi,North West,1,8,Avoid Route
IBD029695,"NAF vs Boko Haram, Borno",2024-05-03,2024-05-03,20,2024,1,Borno,North East,0,5,Caution
IBD029704,"Gunmen vs Farmers, Benue",2024-05-03,2024-05-03,3,2024,1,Benue,North Central,1,8,Avoid Route
IBD029698,"Extra Judicial Killing, Enugu",2024-05-03,2024-05-05,5,2024,1,Enugu,South East,0,3,Safe
IBD029683,"Robbers Kill Woman, FCT (Abuja)",2024-05-03,2024-05-03,1,2024,1,FCT,North Central,0,0,Safe
IBD029697,"Assailant vs Man, Delta",2024-05-03,2024-05-03,1,2024,1,Delta,South South,0,0,Safe
IBD029994,"Kidnap Victim, Adamawa",2024-05-03,2024-05-03,1,2024,1,Adamawa,North East,1,5,Caution
IBD029696,"NAF vs Boko Haram/ISWAP, Niger",2024-05-03,2024-05-03,20,2024,1,Niger,North Central,0,5,Caution
IBD029712,"Kidnappers Kill 1, Ogun",2024-05-03,2024-05-03,1,2024,1,Ogun,South West,1,5,Caution
IBD030761,"Woman vs Son, Delta",2024-05-02,2024-05-02,1,2024,1,Delta,South South,0,0,Safe
IBD029701,"Medical Quackery, Plateau",2024-05-02,2024-05-02,1,2024,1,Plateau,North Central,0,0,Safe
IBD029715,"Kidnappers vs Chief, FCT (Abuja)",2024-05-02,2024-05-02,1,2024,1,FCT,North Central,1,5,Caution
IBD029684,"Rape Victim, Kano",2024-05-02,2024-05-02,1,2024,1,Kano,North West,0,0,Safe
IBD029690,"Auto Crash, Anambra",2024-05-02,2024-05-02,1,2024,1,Anambra,South East,0,0,Safe
IBD029679,"Hoodlums Clash, Lagos",2024-05-02,2024-05-02,1,2024,1,Lagos,South West,0,0,Safe
IBD029671,"Banditry, Kaduna",2024-05-02,2024-05-02,8,2024,1,Kaduna,North West,1,8,Avoid Route
IBD029694,"Bandits vs Community Leader, Kaduna",2024-05-02,2024-05-02,1,2024,1,Kaduna,North West,1,5,Caution
IBD029700,"Military Officer vs Man, Kano",2024-05-02,2024-05-02,1,2024,1,Kano,North West,0,0,Safe
IBD029680,"Corpse, Kwara",2024-05-01,2024-05-01,1,2024,1,Kwara,North Central,0,0,Safe
IBD029798,"Heat Waves, Adamawa",2024-05-01,2024-05-13,210,2024,1,Adamawa,North East,0,5,Caution
IBD029670,Man Shot at Fuel Station,2024-05-01,2024-05-01,1,2024,1,Unknown,,0,0,Safe
IBD029667,"Auto Crash, Ogun",2024-05-01,2024-05-01,3,2024,1,Ogun,South West,0,3,Safe
IBD029725,"Vigilantes Kill 2 Brothers, Rivers",2024-05-01,2024-05-01,2,2024,1,Rivers,South South,0,0,Safe
IBD029668,"Communal Clash, Ebonyi",2024-05-01,2024-05-01,10,2024,1,Ebonyi,South East,0,5,Caution
IBD029686,"Car Pusher, Lagos",2024-05-01,2024-05-01,1,2024,1,Lagos,South West,0,0,Safe
IBD029682,"Banditry, Zamfara",2024-05-01,2024-05-01,3,2024,1,Zamfara,North West,1,8,Avoid Route
IBD029676,"Communal Clash, Nasarawa",2024-05-01,2024-05-02,5,2024,1,Nasarawa,North Central,0,3,Safe
IBD029677,"Abducted Boy, Yobe",2024-05-01,2024-05-01,1,2024,1,Yobe,North East,0,0,Safe
IBD029714,"Troops vs IPOB Fighters, Imo",2024-05-01,2024-05-01,3,2024,1,Imo,South East,0,3,Safe
IBD030124,"Police Officer vs Man, Lagos",2024-05-01,2024-05-01,1,2024,1,Lagos,South West,0,0,Safe
IBD029674,"Undergraduate Student, FCT (Abuja)",2024-04-30,2024-04-30,1,2024,1,FCT,North Central,0,0,Safe
IBD029655,"Boat Mishap, Kano",2024-04-30,2024-04-30,2,2024,1,Kano,North West,0,0,Safe
IBD029664,"Auto Crash, Enugu",2024-04-30,2024-04-30,16,2024,1,Enugu,South East,0,5,Caution
IBD029666,"Auto Crash, Lagos",2024-04-30,2024-04-30,3,2024,1,Lagos,South West,0,3,Safe
IBD029665,"Fulani Herdsmen Attack, Kogi",2024-04-30,2024-04-30,3,2024,1,Kogi,North Central,2,8,Avoid Route
IBD029663,"Mob Kill Motorcycle Thief, Osun",2024-04-29,2024-04-29,1,2024,1,Osun,South West,0,0,Safe
IBD029675,"2 Drowns, Ogun",2024-04-29,2024-04-29,2,2024,1,Ogun,South West,0,0,Safe
IBD029661,"Herdsmen Kill PDP Ward Chairman, Delta",2024-04-29,2024-04-29,2,2024,1,Delta,South South,1,5,Caution
IBD029657,"Cult Killing, Kwara",2024-04-29,2024-04-30,2,2024,1,Kwara,North Central,0,0,Safe
IBD029639,"Building Collapse, Ebonyi",2024-04-29,2024-04-29,2,2024,1,Ebonyi,South East,0,0,Safe
IBD029641,"Soldiers vs Bandits, Sokoto",2024-04-28,2024-04-28,10,2024,1,Sokoto,North West,1,10,Avoid Route
IBD029633,"Auto Crash, Anambra",2024-04-28,2024-04-28,1,2024,1,Anambra,South East,0,0,Safe
IBD029648,"Fulani Herdsmen Attack, Benue",2024-04-28,2024-04-28,5,2024,1,Benue,North Central,2,8,Avoid Route
IBD029672,"Domestic Violence, Delta",2024-04-28,2024-04-28,1,2024,1,Delta,South South,0,0,Safe
IBD029646,"Herdsmen Attack, Benue",2024-04-28,2024-04-28,5,2024,1,Benue,North Central,2,8,Avoid Route
IBD029642,"Gunmen Attack, Kaduna",2024-04-28,2024-04-28,1,2024,1,Kaduna,North West,2,5,Caution
IBD029496,"Herdsmen/Communal Clash , Enugu",2024-04-28,2024-04-28,10,2024,1,Enugu,South East,1,10,Avoid Route
IBD029630,"Auto Crash, kogi",2024-04-28,2024-04-28,19,2024,1,Kogi,North Central,0,5,Caution
IBD029660,"Man in Hotel, Delta",2024-04-28,2024-04-28,1,2024,1,Delta,South South,0,0,Safe
IBD029640,"NAF vs Bandits, Zamfara",2024-04-28,2024-04-28,40,2024,1,Zamfara,North West,1,10,Avoid Route
IBD029627,"Electrocution, Plateau",2024-04-27,2024-04-27,1,2024,1,Plateau,North Central,0,0,Safe
IBD029636,"Boko Haram IED, Borno",2024-04-27,2024-04-27,9,2024,1,Borno,North East,0,3,Safe
IBD029628,"Political Violence, Ondo",2024-04-27,2024-04-27,1,2024,1,Ondo,South West,0,0,Safe
IBD029644,"Bandits Kill Hunter, Kaduna",2024-04-27,2024-04-27,3,2024,1,Kaduna,North West,1,8,Avoid Route
IBD029656,"Man vs Housewife, Edo",2024-04-27,2024-04-27,1,2024,1,Edo,South South,0,0,Safe
IBD029632,"Domestic Violence, Ekiti",2024-04-27,2024-04-27,1,2024,1,Ekiti,South West,0,0,Safe
IBD029961,"Hook-Up Girls, Abia",2024-04-27,2024-04-27,2,2024,1,Abia,South East,0,0,Safe
IBD029634,"NAF vs Bandits, Niger",2024-04-27,2024-04-27,40,2024,1,Niger,North Central,1,10,Avoid Route
IBD029626,"Gas Explosion, Ogun",2024-04-27,2024-04-27,2,2024,1,Ogun,South West,0,0,Safe
IBD029623,"Extra-Judicial Killing, Anambra",2024-04-27,2024-04-27,1,2024,1,Anambra,South East,0,0,Safe
IBD029629,"Auto Crash, Osun",2024-04-26,2024-04-26,2,2024,1,Osun,South West,0,0,Safe
IBD029647,"Auto Crash, FCT (Abuja)",2024-04-26,2024-04-26,4,2024,1,FCT,North Central,0,3,Safe
IBD029624,"Tanker Explosion, Rivers",2024-04-26,2024-04-26,19,2024,1,Rivers,South South,0,5,Caution
IBD029618,"Building Collapse, Kano",2024-04-26,2024-04-26,3,2024,1,Kano,North West,0,3,Safe
IBD029631,"Police vs Kidnappers, Delta",2024-04-26,2024-04-26,1,2024,1,Delta,South South,1,5,Caution
IBD029890,"Assailants v Girl, Bauchi",2024-04-26,2024-04-26,1,2024,1,Bauchi,North East,0,0,Safe
IBD029619,"Banditry, Zamfara",2024-04-26,2024-04-26,2,2024,1,Zamfara,North West,1,5,Caution
IBD030329,"Kidnap Victim, Taraba",2024-04-26,2024-04-26,1,2024,1,Taraba,North East,1,5,Caution
IBD029659,"Boy Drowns, Ogun",2024-04-26,2024-04-26,1,2024,1,Ogun,South West,0,0,Safe
IBD029662,"Ritual Killing, Cross River",2024-04-26,2024-04-26,1,2024,1,Cross River,South South,0,0,Safe
IBD029621,"Auto Crash, Ondo",2024-04-26,2024-04-26,3,2024,1,Ondo,South West,0,3,Safe
IBD029645,"Bandits vs Army Officer, Katsina",2024-04-25,2024-04-25,1,2024,1,Katsina,North West,1,5,Caution
IBD029616,"Pregnancy Complications, Ogun",2024-04-25,2024-04-25,1,2024,1,Ogun,South West,0,0,Safe
IBD029614,"Kidnapper, Taraba`",2024-04-25,2024-04-25,1,2024,1,Taraba,North East,1,5,Caution
IBD029613,"Baby Dies, FCT (Abuja)",2024-04-25,2024-04-25,1,2024,1,FCT,North Central,0,0,Safe
IBD029637,"Guests Beat Policewoman, Rivers",2024-04-25,2024-04-25,1,2024,1,Rivers,South South,0,0,Safe
IBD029625,"Banditry, Sokoto",2024-04-25,2024-04-25,7,2024,1,Sokoto,North West,1,8,Avoid Route
IBD029687,"Medical Negligence, FCT (Abuja)",2024-04-25,2024-04-25,1,2024,1,FCT,North Central,0,0,Safe
IBD029606,"Terrorists Attack, Zamfara",2024-04-24,2024-04-24,3,2024,1,Zamfara,North West,2,8,Avoid Route
IBD029604,"Gunmen Attack, Katsina",2024-04-24,2024-04-24,2,2024,1,Katsina,North West,2,5,Caution
IBD029620,"Boko Haram vs ISWAP, Borno",2024-04-24,2024-04-25,118,2024,1,Borno,North East,0,5,Caution
IBD029658,"Cult Clash, Edo",2024-04-24,2024-04-26,2,2024,1,Edo,South South,0,0,Safe
IBD029605,"Terrorists Attack, Zamfara",2024-04-24,2024-04-24,1,2024,1,Zamfara,North West,2,5,Caution
IBD029603,"Security Operatives vs Cultists, Ondo",2024-04-24,2024-04-24,1,2024,1,Ondo,South West,0,0,Safe
IBD029609,"Auto Crash, FCT (Abuja)",2024-04-24,2024-04-24,1,2024,1,FCT,North Central,0,0,Safe
IBD029607,"Terrorists Attack, Zamfara",2024-04-24,2024-04-24,1,2024,1,Zamfara,North West,2,5,Caution
IBD029601,"1 Drowns, Kano",2024-04-23,2024-04-23,1,2024,1,Kano,North West,0,0,Safe
IBD029602,"Bandits vs Army, Zamfara",2024-04-23,2024-04-23,2,2024,1,Zamfara,North West,1,5,Caution
IBD029600,"NAF vs Boko Haram, Borno",2024-04-23,2024-04-23,20,2024,1,Borno,North East,0,5,Caution
IBD029595,"Accidental Discharge, Taraba",2024-04-23,2024-04-23,1,2024,1,Taraba,North East,0,0,Safe
IBD029823,"Medical Negligence, Ogun",2024-04-23,2024-04-23,1,2024,1,Ogun,South West,0,0,Safe
IBD029599,"Gunmen vs Farmers, Benue",2024-04-23,2024-04-23,3,2024,1,Benue,North Central,1,8,Avoid Route
IBD029591,"Banditry, Sokoto",2024-04-23,2024-04-23,5,2024,1,Sokoto,North West,1,8,Avoid Route
IBD029584,"Banditry, Kaduna",2024-04-23,2024-04-23,3,2024,1,Kaduna,North West,1,8,Avoid Route
IBD029583,"Security Operatives vs Corper, Oyo",2024-04-23,2024-04-23,1,2024,1,Oyo,South West,0,0,Safe
IBD029598,"Flood Disaster, Ogun",2024-04-23,2024-04-23,1,2024,1,Ogun,South West,0,0,Safe
IBD029596,"Cult Killing, Edo",2024-04-23,2024-04-23,2,2024,1,Edo,South South,0,0,Safe
IBD029593,"Building Collapse, Lagos",2024-04-23,2024-04-23,1,2024,1,Lagos,South West,0,0,Safe
IBD029585,"Auto Crash, Ogun",2024-04-22,2024-04-22,1,2024,1,Ogun,South West,0,0,Safe
IBD029611,"Kidnappers vs Security Operatives, Bauchi",2024-04-22,2024-04-22,8,2024,1,Bauchi,North East,1,8,Avoid Route
IBD029586,"Commercial Rider, Niger",2024-04-22,2024-04-22,1,2024,1,Niger,North Central,0,0,Safe
IBD029594,"Passenger vs Bandits, Zamfara",2024-04-22,2024-04-22,1,2024,1,Zamfara,North West,1,5,Caution
IBD029597,"Electrocution, Ogun",2024-04-22,2024-04-22,2,2024,1,Ogun,South West,0,0,Safe
IBD029592,"Vigilantes vs Youths, Imo",2024-04-21,2024-04-21,1,2024,1,Imo,South East,0,0,Safe
IBD029568,"Auto Crash, Kogi",2024-04-21,2024-04-21,20,2024,1,Kogi,North Central,0,5,Caution
IBD029578,"Cult Clash, Ogun",2024-04-21,2024-04-21,2,2024,1,Ogun,South West,0,0,Safe
IBD030239,"Cult Killing, Ogun",2024-04-21,2024-04-21,1,2024,1,Ogun,South West,0,0,Safe
IBD029579,"Children in Car, Niger",2024-04-21,2024-04-21,5,2024,1,Niger,North Central,0,3,Safe
IBD029587,"Gunmen vs Police Escort, Nasarawa",2024-04-21,2024-04-21,1,2024,1,Nasarawa,North Central,1,5,Caution
IBD030229,"Cult Killing, Ogun",2024-04-21,2024-04-21,1,2024,1,Ogun,South West,0,0,Safe
IBD029589,"Banditry, Zamfara",2024-04-21,2024-04-21,3,2024,1,Zamfara,North West,1,8,Avoid Route
IBD029582,"3 Died, Kano",2024-04-21,2024-04-21,3,2024,1,Kano,North West,0,3,Safe
IBD029968,"Land Dispute, Nasarawa",2024-04-21,2024-04-21,2,2024,1,Nasarawa,North Central,0,0,Safe
IBD029575,"Hospital Negligence, FCT (Abuja)",2024-04-20,2024-04-20,3,2024,1,FCT,North Central,0,3,Safe
IBD029558,"Auto Crash, Ogun",2024-04-20,2024-04-20,2,2024,1,Ogun,South West,0,0,Safe
IBD029573,"Police Stab Man, Lagos",2024-04-20,2024-04-20,1,2024,1,Lagos,South West,0,0,Safe
IBD029555,"Burrow Pit Collapse, Kebbi",2024-04-20,2024-04-20,8,2024,1,Kebbi,North West,0,3,Safe
IBD029581,"Herdsmen Attack, Benue",2024-04-20,2024-04-20,2,2024,1,Benue,North Central,2,5,Caution
IBD029557,"Auto Crash, Ogun",2024-04-20,2024-04-20,2,2024,1,Ogun,South West,0,0,Safe
IBD029580,"Cult Killing, Rivers",2024-04-20,2024-04-20,3,2024,1,Rivers,South South,0,3,Safe
IBD029590,"Terrorists Attack, Katsina",2024-04-20,2024-04-21,15,2024,1,Katsina,North West,2,10,Avoid Route
IBD029563,"Auto Crash, Kano",2024-04-20,2024-04-20,11,2024,1,Kano,North West,0,5,Caution
IBD029565,"Auto Crash, Kaduna",2024-04-19,2024-04-19,13,2024,1,Kaduna,North West,0,5,Caution
IBD029559,"Mob vs Motorbike Thief, Benue",2024-04-19,2024-04-19,2,2024,1,Benue,North Central,0,0,Safe
IBD029556,"Man Kills Another, Ogun",2024-04-19,2024-04-19,1,2024,1,Ogun,South West,0,0,Safe
IBD029577,"Gunmen vs Lecturer, Ogun",2024-04-19,2024-04-19,1,2024,1,Ogun,South West,1,5,Caution
IBD029615,"Boko Haram Attack, Borno",2024-04-19,2024-04-19,2,2024,1,Borno,North East,1,5,Caution
IBD029562,"Gunmen Kill Vice Principal, Plateau",2024-04-19,2024-04-19,1,2024,1,Plateau,North Central,1,5,Caution
IBD029576,"Security vs Drug Kingpin, Kogi",2024-04-19,2024-04-19,1,2024,1,Kogi,North Central,0,0,Safe
IBD029560,"Auto Crash, Ogun",2024-04-19,2024-04-19,2,2024,1,Ogun,South West,0,0,Safe
IBD029572,"Auto Crash, Imo",2024-04-19,2024-04-19,4,2024,1,Imo,South East,0,3,Safe
IBD029574,"Communal Issue, Ogun",2024-04-18,2024-04-18,1,2024,1,Ogun,South West,0,0,Safe
IBD029588,"Man Killed, Abia",2024-04-18,2024-04-18,1,2024,1,Abia,South East,0,0,Safe
IBD029554,"Banditry, Sokoto",2024-04-18,2024-04-18,60,2024,1,Sokoto,North West,1,10,Avoid Route
IBD029673,"Kidnappers Kill Pastor, Oyo",2024-04-18,2024-05-18,1,2024,1,Oyo,South West,1,5,Caution
IBD029553,"Boko Haram, Niger",2024-04-18,2024-04-18,48,2024,1,Niger,North Central,0,5,Caution
IBD029669,"Medical Negligence, Osun",2024-04-18,2024-04-18,1,2024,1,Osun,South West,0,0,Safe
IBD029571,"Fulani Gunmen Attack, Plateau",2024-04-18,2024-04-18,5,2024,1,Plateau,North Central,2,8,Avoid Route
IBD029564,"Gunmen Attack, Plateau",2024-04-18,2024-04-18,14,2024,1,Plateau,North Central,2,10,Avoid Route
IBD029749,"Kidnap Victims, Oyo",2024-04-18,2024-05-18,10,2024,1,Oyo,South West,1,10,Avoid Route
IBD029570,"Gunmen Attack, Plateau",2024-04-18,2024-04-18,2,2024,1,Plateau,North Central,2,5,Caution
