Identifier,Title,Start date,End date,Number of deaths,Year,Month,State,Region,BanditScore,TravelRiskScore,RouteAlert,RainfallLevel,FloodRisk,WeatherRiskScore,CombinedRiskScore,CombinedAlert
IBD027379,"Boko Haram Attack, Borno",2023-06-22,2023-06-22,8,2024,1,Borno,North East,1,8,Avoid Route,12,Low,1,10,High Risk
IBD027411,"Kidnappers vs Lawyer, Ondo",2023-06-22,2023-06-22,1,2024,1,Ondo,South West,1,5,Caution,77,Moderate,3,9,High Risk
IBD027372,"Bandits vs Farmers, Kaduna",2023-06-22,2023-06-22,3,2024,1,Kaduna,North West,1,8,Avoid Route,33,Low,1,10,High Risk
IBD027373,"Police vs Armed Robber, Kogi",2023-06-22,2023-06-22,1,2024,1,Kogi,North Central,0,0,Safe,28,Low,1,1,Low Risk
IBD027382,"Police vs Armed Robbers, Delta",2023-06-22,2023-06-22,3,2024,1,Delta,South South,0,3,Safe,87,High,5,8,High Risk
IBD027484,"Army vs Terrorists, Borno",2023-06-22,2023-06-26,27,2024,1,Borno,North East,1,10,Avoid Route,31,Low,1,12,Extreme Danger
IBD027409,"Army vs ISWAP, Borno",2023-06-22,2023-06-22,6,2024,1,Borno,North East,0,3,Safe,28,Low,1,4,Moderate Risk
IBD027365,"Gunmen vs Forest Guard, Ondo",2023-06-21,2023-06-21,1,2024,1,Ondo,South West,1,5,Caution,54,Moderate,3,9,High Risk
IBD027420,"Cultism, Lagos",2023-06-21,2023-06-21,1,2024,1,Lagos,South West,0,0,Safe,100,High,5,5,Moderate Risk
IBD027556,"Domestic Violence, Delta",2023-06-21,2023-06-21,1,2024,1,Delta,South South,0,0,Safe,83,High,5,5,Moderate Risk
IBD027364,"Banditry, Plateau",2023-06-21,2023-06-21,14,2024,1,Plateau,North Central,1,10,Avoid Route,20,Low,1,12,Extreme Danger
IBD027377,"Domestic Violence, Edo",2023-06-21,2023-06-21,1,2024,1,Edo,South South,0,0,Safe,65,Moderate,3,3,Low Risk
IBD027398,"Cult Killing, Ogun",2023-06-20,2023-06-23,1,2024,1,Ogun,South West,0,0,Safe,67,Moderate,3,3,Low Risk
IBD027363,"Mob vs Thief, Abia",2023-06-20,2023-06-20,1,2024,1,Abia,South East,0,0,Safe,64,Moderate,3,3,Low Risk
IBD027366,"Banditry, Plateau",2023-06-20,2023-06-20,7,2024,1,Plateau,North Central,1,8,Avoid Route,49,Low,1,10,High Risk
IBD027407,"Flood Disaster, Ondo",2023-06-20,2023-06-23,2,2024,1,Ondo,South West,0,0,Safe,64,Moderate,3,3,Low Risk
IBD027370,"Domestic Violence, Adamawa",2023-06-20,2023-06-20,1,2024,1,Adamawa,North East,0,0,Safe,41,Low,1,1,Low Risk
IBD027367,"Company Negligence, FCT (Abuja)",2023-06-20,2023-06-20,1,2024,1,FCT,North Central,0,0,Safe,42,Low,1,1,Low Risk
IBD027418,"Cultism, Lagos",2023-06-20,2023-06-20,1,2024,1,Lagos,South West,0,0,Safe,82,High,5,5,Moderate Risk
IBD027383,"Employer vs Hotel Worker, Rivers",2023-06-20,2023-06-20,1,2024,1,Rivers,South South,0,0,Safe,100,High,5,5,Moderate Risk
IBD027362,"Vigilante vs Man, Rivers",2023-06-19,2023-06-19,1,2024,1,Rivers,South South,0,0,Safe,84,High,5,5,Moderate Risk
IBD027356,"Vigilante vs Gunmen, Anambra",2023-06-19,2023-06-19,3,2024,1,Anambra,South East,1,8,Avoid Route,78,Moderate,3,12,Extreme Danger
IBD027360,"Building Collapse, Niger",2023-06-19,2023-06-19,1,2024,1,Niger,North Central,0,0,Safe,34,Low,1,1,Low Risk
IBD027368,"Security Operatives vs Community, Plateau",2023-06-19,2023-06-19,1,2024,1,Plateau,North Central,0,0,Safe,31,Low,1,1,Low Risk
IBD027361,"Inside The Well, Kwara",2023-06-19,2023-06-19,1,2024,1,Kwara,North Central,0,0,Safe,29,Low,1,1,Low Risk
IBD027369,"Gunmen Attack, Plateau",2023-06-19,2023-06-19,3,2024,1,Plateau,North Central,2,8,Avoid Route,30,Low,1,11,High Risk
IBD027357,"Gunmen Killing, Ebonyi",2023-06-18,2023-06-18,2,2024,1,Ebonyi,South East,1,5,Caution,25,Low,1,7,Moderate Risk
IBD027355,"Police vs Kidnapper, Delta",2023-06-18,2023-06-18,1,2024,1,Delta,South South,1,5,Caution,86,High,5,11,High Risk
IBD027487,"Spiritual Deliverance, Lagos",2023-06-18,2023-06-18,2,2024,1,Lagos,South West,0,0,Safe,98,High,5,5,Moderate Risk
IBD027359,"Cult Killing, Delta",2023-06-18,2023-06-18,4,2024,1,Delta,South South,0,3,Safe,86,High,5,8,High Risk
IBD027354,"Bandits Kill 6, Plateau",2023-06-18,2023-06-18,6,2024,1,Plateau,North Central,1,8,Avoid Route,41,Low,1,10,High Risk
IBD027346,"Communal Clash, Plateau",2023-06-18,2023-06-18,2,2024,1,Plateau,North Central,0,0,Safe,17,Low,1,1,Low Risk
IBD027348,"Security Operatives vs Bandits, Katsina",2023-06-17,2023-06-17,5,2024,1,Katsina,North West,1,8,Avoid Route,12,Low,1,10,High Risk
IBD027340,"Auto Crash, Ogun",2023-06-17,2023-06-17,2,2024,1,Ogun,South West,0,0,Safe,66,Moderate,3,3,Low Risk
IBD027338,"Gunmen Kill 8, Plateau",2023-06-17,2023-06-18,13,2024,1,Plateau,North Central,1,10,Avoid Route,29,Low,1,12,Extreme Danger
IBD027335,"Auto Crash, Delta",2023-06-17,2023-06-17,3,2024,1,Delta,South South,0,3,Safe,80,High,5,8,High Risk
IBD027352,"Gunmen Kill 10, Rivers",2023-06-17,2023-06-17,10,2024,1,Rivers,South South,1,10,Avoid Route,99,High,5,16,Extreme Danger
IBD027347,"Found Dead, Kwara",2023-06-17,2023-06-17,1,2024,1,Kwara,North Central,0,0,Safe,49,Low,1,1,Low Risk
IBD027336,"Auto Crash, Oyo",2023-06-17,2023-06-17,5,2024,1,Oyo,South West,0,3,Safe,21,Low,1,4,Moderate Risk
IBD027343,"Bandits Kill 5, Kaduna",2023-06-17,2023-06-17,5,2024,1,Kaduna,North West,1,8,Avoid Route,42,Low,1,10,High Risk
IBD027386,"Rape Victim, Ebonyi",2023-06-17,2023-06-17,1,2024,1,Ebonyi,South East,0,0,Safe,11,Low,1,1,Low Risk
IBD028158,"Security Man Kill Girlfriend, Lagos",2023-06-17,2023-06-17,1,2024,1,Lagos,South West,0,0,Safe,90,High,5,5,Moderate Risk
IBD027341,"Auto Crash, Imo",2023-06-16,2023-06-16,6,2024,1,Imo,South East,0,3,Safe,50,Moderate,3,6,Moderate Risk
IBD027344,"Gunmen vs Police, Imo",2023-06-16,2023-06-16,1,2024,1,Imo,South East,1,5,Caution,62,Moderate,3,9,High Risk
IBD027350,"Man vs Lover, Delta",2023-06-16,2023-06-16,1,2024,1,Delta,South South,0,0,Safe,99,High,5,5,Moderate Risk
IBD027339,"Boko Harm vs Farmers, Borno",2023-06-16,2023-06-16,9,2024,1,Borno,North East,0,3,Safe,40,Low,1,4,Moderate Risk
IBD027351,"Army vs ISWAP, Borno",2023-06-16,2023-06-16,42,2024,1,Borno,North East,0,5,Caution,30,Low,1,6,Moderate Risk
IBD027353,"Cultist vs Student, Taraba",2023-06-16,2023-06-16,1,2024,1,Taraba,North East,0,0,Safe,45,Low,1,1,Low Risk
IBD027333,"Assailants vs Student, Oyo",2023-06-16,2023-06-16,1,2024,1,Oyo,South West,0,0,Safe,41,Low,1,1,Low Risk
IBD027454,"Man vs Son, Akwa Ibom",2023-06-16,2023-06-16,1,2024,1,Akwa Ibom,South South,0,0,Safe,80,High,5,5,Moderate Risk
IBD027329,"Police vs Kidnappers, Rivers",2023-06-16,2023-06-16,3,2024,1,Rivers,South South,1,8,Avoid Route,91,High,5,14,Extreme Danger
IBD027323,"Building Collapse, Kano",2023-06-16,2023-06-16,1,2024,1,Kano,North West,0,0,Safe,40,Low,1,1,Low Risk
IBD027332,"Sex Romp, Rivers",2023-06-16,2023-06-16,1,2024,1,Rivers,South South,0,0,Safe,98,High,5,5,Moderate Risk
IBD029707,"Ritual Killing, Ondo",2023-06-15,2023-06-15,1,2024,1,Ondo,South West,0,0,Safe,75,Moderate,3,3,Low Risk
IBD027334,"Boko Haram Attack, Borno",2023-06-15,2023-06-15,15,2024,1,Borno,North East,1,10,Avoid Route,15,Low,1,12,Extreme Danger
IBD027320,"Electrocution, Kogi",2023-06-15,2023-06-15,1,2024,1,Kogi,North Central,0,0,Safe,18,Low,1,1,Low Risk
IBD027345,"Auto Crash, Enugu",2023-06-15,2023-06-15,3,2024,1,Enugu,South East,0,3,Safe,53,Moderate,3,6,Moderate Risk
IBD027358,"Medical Negligence, Delta",2023-06-15,2023-06-15,1,2024,1,Delta,South South,0,0,Safe,99,High,5,5,Moderate Risk
IBD027349,"Flooding, Lagos",2023-06-15,2023-06-15,8,2024,1,Lagos,South West,0,3,Safe,86,High,5,8,High Risk
IBD028435,"Flood Disaster, Gombe",2023-06-15,2023-06-15,2,2024,1,Gombe,North East,0,0,Safe,40,Low,1,1,Low Risk
IBD027325,"Police vs Bandits, Katsina",2023-06-14,2023-06-14,1,2024,1,Katsina,North West,1,5,Caution,41,Low,1,7,Moderate Risk
IBD027322,"Man Killed, Delta",2023-06-14,2023-06-14,1,2024,1,Delta,South South,0,0,Safe,87,High,5,5,Moderate Risk
IBD027319,"Kidnappers vs Man, Ondo",2023-06-14,2023-06-14,1,2024,1,Ondo,South West,1,5,Caution,68,Moderate,3,9,High Risk
IBD027318,"Kidnappers vs Vigilantes, Kwara",2023-06-13,2023-06-13,1,2024,1,Kwara,North Central,1,5,Caution,38,Low,1,7,Moderate Risk
IBD027331,"Communal Clash, Benue",2023-06-13,2023-06-13,14,2024,1,Benue,North Central,0,5,Caution,24,Low,1,6,Moderate Risk
IBD027317,"Thunder Strike, Niger",2023-06-13,2023-06-13,1,2024,1,Niger,North Central,0,0,Safe,29,Low,1,1,Low Risk
IBD027302,"Cultism, Lagos",2023-06-13,2023-06-13,1,2024,1,Lagos,South West,0,0,Safe,91,High,5,5,Moderate Risk
IBD027342,"Sex Romp, Imo",2023-06-13,2023-06-13,1,2024,1,Imo,South East,0,0,Safe,56,Moderate,3,3,Low Risk
IBD027316,"Kidnapper, Bauchi",2023-06-13,2023-06-13,1,2024,1,Bauchi,North East,1,5,Caution,22,Low,1,7,Moderate Risk
IBD027314,"Police vs Robbers, Rivers",2023-06-13,2023-06-13,4,2024,1,Rivers,South South,0,3,Safe,87,High,5,8,High Risk
IBD027307,"Electrocution, Lagos",2023-06-12,2023-06-12,1,2024,1,Lagos,South West,0,0,Safe,83,High,5,5,Moderate Risk
IBD027337,"Gunmen Kill Man, Ondo",2023-06-12,2023-06-12,1,2024,1,Ondo,South West,1,5,Caution,59,Moderate,3,9,High Risk
IBD027312,"Communal Clash, Benue",2023-06-12,2023-06-12,1,2024,1,Benue,North Central,0,0,Safe,30,Low,1,1,Low Risk
IBD027300,"Auto Crash, Delta",2023-06-12,2023-06-12,3,2024,1,Delta,South South,0,3,Safe,92,High,5,8,High Risk
IBD027310,"Boat Mishap, Kwara",2023-06-12,2023-06-12,104,2024,1,Kwara,North Central,0,5,Caution,15,Low,1,6,Moderate Risk
IBD027296,"Police vs Kidnapper, Delta",2023-06-12,2023-06-12,1,2024,1,Delta,South South,1,5,Caution,85,High,5,11,High Risk
IBD027305,"Bandit vs Doctor, Zamfara",2023-06-12,2023-06-12,1,2024,1,Zamfara,North West,1,5,Caution,10,Low,1,7,Moderate Risk
IBD027293,"Auto Crash, Delta",2023-06-12,2023-06-12,4,2024,1,Delta,South South,0,3,Safe,98,High,5,8,High Risk
IBD027295,"Witchcraft, Adamawa",2023-06-11,2023-06-11,2,2024,1,Adamawa,North East,0,0,Safe,16,Low,1,1,Low Risk
IBD027291,"Auto Crash, kogi",2023-06-11,2023-06-11,6,2024,1,Kogi,North Central,0,3,Safe,11,Low,1,4,Moderate Risk
IBD027311,"Man Drowns, Enugu",2023-06-11,2023-06-11,1,2024,1,Enugu,South East,0,0,Safe,64,Moderate,3,3,Low Risk
IBD027306,"Assailants vs School Teacher, Lagos",2023-06-11,2023-06-11,1,2024,1,Lagos,South West,0,0,Safe,91,High,5,5,Moderate Risk
IBD027301,"Gunmen vs Herders, Plateau",2023-06-11,2023-06-11,2,2024,1,Plateau,North Central,1,5,Caution,45,Low,1,7,Moderate Risk
IBD027309,"Gunmen Kill 1, Bauchi",2023-06-11,2023-06-11,1,2024,1,Bauchi,North East,1,5,Caution,49,Low,1,7,Moderate Risk
IBD027303,"Herdsmen Attack, Plateau",2023-06-11,2023-06-11,20,2024,1,Plateau,North Central,2,10,Avoid Route,17,Low,1,13,Extreme Danger
IBD030087,"Gunmen Kill Man, Ebonyi",2023-06-11,2023-06-11,1,2024,1,Ebonyi,South East,1,5,Caution,30,Low,1,7,Moderate Risk
IBD027304,"Communal Clash, Benue",2023-06-11,2023-06-11,1,2024,1,Benue,North Central,0,0,Safe,44,Low,1,1,Low Risk
IBD027290,"Auto Crash, Ondo",2023-06-10,2023-06-10,6,2024,1,Ondo,South West,0,3,Safe,66,Moderate,3,6,Moderate Risk
IBD027378,"Found Dead, FCT (Abuja)",2023-06-10,2023-06-10,2,2024,1,FCT,North Central,0,0,Safe,21,Low,1,1,Low Risk
IBD027292,"Boat Mishap, Ondo",2023-06-10,2023-06-10,5,2024,1,Ondo,South West,0,3,Safe,64,Moderate,3,6,Moderate Risk
IBD027313,"Communal Clash, Benue",2023-06-09,2023-06-09,5,2024,1,Benue,North Central,0,3,Safe,42,Low,1,4,Moderate Risk
IBD027286,"Electrocution, Delta",2023-06-09,2023-06-09,1,2024,1,Delta,South South,0,0,Safe,98,High,5,5,Moderate Risk
IBD027299,"Army vs Boko Haram, Borno",2023-06-09,2023-06-11,100,2024,1,Borno,North East,0,5,Caution,15,Low,1,6,Moderate Risk
IBD027281,"Corpse Found, Imo",2023-06-09,2023-06-09,1,2024,1,Imo,South East,0,0,Safe,68,Moderate,3,3,Low Risk
IBD027285,"Army vs Bandits, Kaduna",2023-06-09,2023-06-09,6,2024,1,Kaduna,North West,1,8,Avoid Route,19,Low,1,10,High Risk
IBD027287,"Bandits vs Farmers, Niger",2023-06-09,2023-06-10,34,2024,1,Niger,North Central,1,10,Avoid Route,20,Low,1,12,Extreme Danger
IBD027297,"Gunmen Attack, Bauchi",2023-06-09,2023-06-09,1,2024,1,Bauchi,North East,2,5,Caution,48,Low,1,8,High Risk
IBD027289,"Land Grabbing, Ogun",2023-06-09,2023-06-09,3,2024,1,Ogun,South West,0,3,Safe,67,Moderate,3,6,Moderate Risk
IBD027324,"Army vs Bandits, Kaduna",2023-06-08,2023-06-08,3,2024,1,Kaduna,North West,1,8,Avoid Route,47,Low,1,10,High Risk
IBD027321,"Army vs Bandits, Zamfara",2023-06-08,2023-06-15,3,2024,1,Zamfara,North West,1,8,Avoid Route,19,Low,1,10,High Risk
IBD027326,"Man vs Relative, Enugu",2023-06-08,2023-06-08,1,2024,1,Enugu,South East,0,0,Safe,69,Moderate,3,3,Low Risk
IBD027384,"Corps Found, Rivers",2023-06-08,2023-06-08,1,2024,1,Rivers,South South,0,0,Safe,98,High,5,5,Moderate Risk
IBD027371,"Teenager vs Friend, Ekiti",2023-06-08,2023-06-08,1,2024,1,Ekiti,South West,0,0,Safe,20,Low,1,1,Low Risk
IBD027276,"Task Force vs Tricyclist, Rivers",2023-06-08,2023-06-08,1,2024,1,Rivers,South South,0,0,Safe,82,High,5,5,Moderate Risk
IBD027283,"Auto Crash, Delta",2023-06-08,2023-06-08,1,2024,1,Delta,South South,0,0,Safe,98,High,5,5,Moderate Risk
IBD028308,"Domestic Violence, Enugu",2023-06-08,2023-06-08,1,2024,1,Enugu,South East,0,0,Safe,66,Moderate,3,3,Low Risk
IBD027273,"Domestic Violence, Kogi",2023-06-07,2023-06-07,1,2024,1,Kogi,North Central,0,0,Safe,24,Low,1,1,Low Risk
IBD027315,"Man Killed, Yobe",2023-06-07,2023-06-07,1,2024,1,Yobe,North East,0,0,Safe,10,Low,1,1,Low Risk
IBD027277,"Kidnappers vs Priest, Edo",2023-06-07,2023-06-07,1,2024,1,Edo,South South,1,5,Caution,56,Moderate,3,9,High Risk
IBD027268,"Ritual Killing, Anambra",2023-06-07,2023-06-07,2,2024,1,Anambra,South East,0,0,Safe,79,Moderate,3,3,Low Risk
IBD027272,"Bandits vs Trader, Abia",2023-06-07,2023-06-07,1,2024,1,Abia,South East,1,5,Caution,62,Moderate,3,9,High Risk
IBD027278,"Police vs Cultists, Rivers",2023-06-07,2023-06-07,3,2024,1,Rivers,South South,0,3,Safe,93,High,5,8,High Risk
IBD027294,"Gunmen vs Businessman, Enugu",2023-06-07,2023-06-07,1,2024,1,Enugu,South East,1,5,Caution,50,Moderate,3,9,High Risk
IBD027279,"Vigilante vs Man, Rivers",2023-06-07,2023-06-07,1,2024,1,Rivers,South South,0,0,Safe,82,High,5,5,Moderate Risk
IBD027274,"Security Operatives vs Kidnapper, Ondo",2023-06-07,2023-06-07,1,2024,1,Ondo,South West,1,5,Caution,62,Moderate,3,9,High Risk
IBD027267,"Auto Crash, Kano",2023-06-06,2023-06-06,1,2024,1,Kano,North West,0,0,Safe,23,Low,1,1,Low Risk
IBD027270,"Building Collapse, Kano",2023-06-06,2023-06-06,1,2024,1,Kano,North West,0,0,Safe,22,Low,1,1,Low Risk
IBD027275,"Flood Incident, Anambra",2023-06-06,2023-06-06,1,2024,1,Anambra,South East,0,0,Safe,54,Moderate,3,3,Low Risk
IBD027328,"Assailants vs Girl, Niger",2023-06-06,2023-06-06,1,2024,1,Niger,North Central,0,0,Safe,33,Low,1,1,Low Risk
IBD027256,"Land Dispute, Ebonyi",2023-06-06,2023-06-06,2,2024,1,Ebonyi,South East,0,0,Safe,30,Low,1,1,Low Risk
IBD027271,"Mob vs Motorcycle Thief, Benue",2023-06-06,2023-06-06,2,2024,1,Benue,North Central,0,0,Safe,22,Low,1,1,Low Risk
IBD027266,"Army vs Bandits, Zamafara",2023-06-06,2023-06-06,4,2024,1,Unknown,,1,8,Avoid Route,49,Low,1,10,High Risk
IBD027257,"Gunmen vs Professor, Oyo",2023-06-05,2023-06-05,1,2024,1,Oyo,South West,1,5,Caution,23,Low,1,7,Moderate Risk
IBD027248,"Soldiers Killed 1, Plateau",2023-06-05,2023-06-05,1,2024,1,Plateau,North Central,0,0,Safe,40,Low,1,1,Low Risk
IBD027258,"Terrorists vs Vigilante, Katsina",2023-06-05,2023-06-05,1,2024,1,Katsina,North West,1,5,Caution,34,Low,1,7,Moderate Risk
IBD027261,"Auto Crash, Kogi",2023-06-05,2023-06-05,4,2024,1,Kogi,North Central,0,3,Safe,32,Low,1,4,Moderate Risk
IBD027245,"Banditry, Sokoto",2023-06-05,2023-06-05,18,2024,1,Sokoto,North West,1,10,Avoid Route,33,Low,1,12,Extreme Danger
IBD027263,"Banditry, Niger",2023-06-05,2023-06-05,1,2024,1,Niger,North Central,1,5,Caution,10,Low,1,7,Moderate Risk
IBD027260,"Piracy, Rivers (Offshore)",2023-06-05,2023-06-05,1,2024,1,Rivers,South South,0,0,Safe,98,High,5,5,Moderate Risk
IBD027243,"Army vs IPOB/ESN, Anambra",2023-06-04,2023-06-04,5,2024,1,Anambra,South East,0,3,Safe,61,Moderate,3,6,Moderate Risk
IBD027251,"Policemen vs Cultist, Rivers",2023-06-04,2023-06-04,3,2024,1,Rivers,South South,0,3,Safe,89,High,5,8,High Risk
IBD027247,"Bandits Kill 2, Kaduna",2023-06-04,2023-06-04,2,2024,1,Kaduna,North West,1,5,Caution,37,Low,1,7,Moderate Risk
IBD027249,"Gunmen Attack, Plateau",2023-06-04,2023-06-04,14,2024,1,Plateau,North Central,2,10,Avoid Route,28,Low,1,13,Extreme Danger
IBD027255,"Communal Clash, Taraba",2023-06-04,2023-06-04,30,2024,1,Taraba,North East,0,5,Caution,45,Low,1,6,Moderate Risk
IBD027242,"Army vs IPOB/ESN, Imo",2023-06-04,2023-06-04,5,2024,1,Imo,South East,0,3,Safe,62,Moderate,3,6,Moderate Risk
IBD027246,"Land Dispute, Osun",2023-06-04,2023-06-04,1,2024,1,Osun,South West,0,0,Safe,44,Low,1,1,Low Risk
IBD027253,"Assailants vs Security Guard, Ekiti",2023-06-03,2023-06-03,1,2024,1,Ekiti,South West,0,0,Safe,12,Low,1,1,Low Risk
IBD027308,"Kidnappers vs Chief, Nasarawa",2023-06-03,2023-06-03,1,2024,1,Nasarawa,North Central,1,5,Caution,13,Low,1,7,Moderate Risk
IBD027254,"Domestic Issue, Kogi",2023-06-03,2023-06-03,1,2024,1,Kogi,North Central,0,0,Safe,12,Low,1,1,Low Risk
IBD027231,"Gunmen Kill Over 25, Benue",2023-06-03,2023-06-03,30,2024,1,Benue,North Central,1,10,Avoid Route,31,Low,1,12,Extreme Danger
IBD027252,"ISWAP vs Army, Borno",2023-06-03,2023-06-03,2,2024,1,Borno,North East,0,0,Safe,44,Low,1,1,Low Risk
IBD027250,"Armed Robbers vs Student, Lagos",2023-06-03,2023-06-03,1,2024,1,Lagos,South West,0,0,Safe,91,High,5,5,Moderate Risk
IBD027239,"Banditry, Sokoto",2023-06-03,2023-06-03,41,2024,1,Sokoto,North West,1,10,Avoid Route,42,Low,1,12,Extreme Danger
IBD027259,"Failed Abortion, Benue",2023-06-03,2023-06-03,1,2024,1,Benue,North Central,0,0,Safe,27,Low,1,1,Low Risk
IBD027237,"Auto Crash, Oyo",2023-06-03,2023-06-03,1,2024,1,Oyo,South West,0,0,Safe,33,Low,1,1,Low Risk
IBD027233,"Banditry, Zamfara",2023-06-03,2023-06-03,35,2024,1,Zamfara,North West,1,10,Avoid Route,14,Low,1,12,Extreme Danger
IBD027445,"Kidnappers vs Student, Enugu",2023-06-02,2023-06-02,1,2024,1,Enugu,South East,1,5,Caution,53,Moderate,3,9,High Risk
IBD027241,"Auto Crash, Kwara",2023-06-02,2023-06-02,4,2024,1,Kwara,North Central,0,3,Safe,33,Low,1,4,Moderate Risk
IBD027264,"Jail Escapee vs Man, Imo",2023-06-02,2023-06-02,2,2024,1,Imo,South East,0,0,Safe,51,Moderate,3,3,Low Risk
IBD027238,"Auto Crash, Kano",2023-06-02,2023-06-02,18,2024,1,Kano,North West,0,5,Caution,40,Low,1,6,Moderate Risk
IBD027235,"Labourer Dies, Lagos",2023-06-02,2023-06-02,1,2024,1,Lagos,South West,0,0,Safe,85,High,5,5,Moderate Risk
IBD027232,"ISWAP Fighers Drown, Borno",2023-06-02,2023-06-03,82,2024,1,Borno,North East,0,5,Caution,13,Low,1,6,Moderate Risk
IBD027244,"Cultism, Delta",2023-06-02,2023-06-02,1,2024,1,Delta,South South,0,0,Safe,100,High,5,5,Moderate Risk
IBD027400,"Gunmen vs Community, Imo",2023-06-02,2023-06-12,35,2024,1,Imo,South East,1,10,Avoid Route,74,Moderate,3,14,Extreme Danger
IBD027229,"Police vs Cultists, Rivers",2023-06-02,2023-06-02,5,2024,1,Rivers,South South,0,3,Safe,100,High,5,8,High Risk
IBD029160,"Auto Crash, Lagos",2023-06-01,2023-06-01,1,2024,1,Lagos,South West,0,0,Safe,100,High,5,5,Moderate Risk
IBD029514,"Father Kill Son, Akwa Ibom",2023-06-01,2023-06-01,1,2024,1,Akwa Ibom,South South,0,0,Safe,96,High,5,5,Moderate Risk
IBD027236,"Boy Drowns, Kano",2023-06-01,2023-06-01,1,2024,1,Kano,North West,0,0,Safe,36,Low,1,1,Low Risk
IBD027475,"Fire Incidents, Kano",2023-06-01,2023-06-30,9,2024,1,Kano,North West,0,3,Safe,42,Low,1,4,Moderate Risk
IBD027230,"Assailants vs Woman, Ondo",2023-06-01,2023-06-01,1,2024,1,Ondo,South West,0,0,Safe,76,Moderate,3,3,Low Risk
IBD027280,"Army vs ISWAP, Borno",2023-05-31,2023-06-04,11,2024,1,Borno,North East,0,5,Caution,39,Low,1,6,Moderate Risk
IBD027222,"Police Kill Suspected Cultist, Rivers",2023-05-31,2023-05-31,1,2024,1,Rivers,South South,0,0,Safe,96,High,5,5,Moderate Risk
IBD027219,"Cult Killing, Rivers",2023-05-31,2023-05-31,5,2024,1,Rivers,South South,0,3,Safe,94,High,5,8,High Risk
IBD027220,"Police vs Kidnappers, Delta",2023-05-31,2023-05-31,2,2024,1,Delta,South South,1,5,Caution,81,High,5,11,High Risk
IBD027223,"Auto Crash, Bauchi",2023-05-31,2023-05-31,8,2024,1,Bauchi,North East,0,3,Safe,40,Low,1,4,Moderate Risk
IBD027217,"Cultist Killing, Rivers",2023-05-31,2023-05-31,1,2024,1,Rivers,South South,0,0,Safe,97,High,5,5,Moderate Risk
IBD027221,"Kidnappers Kill 2, Ogun",2023-05-31,2023-05-31,2,2024,1,Ogun,South West,1,5,Caution,70,Moderate,3,9,High Risk
IBD027225,"Kidnap Victim, Kaduna",2023-05-30,2023-05-30,1,2024,1,Kaduna,North West,1,5,Caution,43,Low,1,7,Moderate Risk
IBD027218,"Banditry, Kaduna",2023-05-30,2023-05-30,1,2024,1,Kaduna,North West,1,5,Caution,13,Low,1,7,Moderate Risk
IBD027212,"Park Manager vs Police, Oyo",2023-05-30,2023-05-30,1,2024,1,Oyo,South West,0,0,Safe,49,Low,1,1,Low Risk
IBD027211,"Banditry, Zamfara",2023-05-30,2023-05-30,35,2024,1,Zamfara,North West,1,10,Avoid Route,31,Low,1,12,Extreme Danger
IBD027215,"Security Operative vs Protesters, Bayelsa",2023-05-30,2023-05-30,1,2024,1,Bayelsa,South South,0,0,Safe,100,High,5,5,Moderate Risk
IBD027661,"Man vs Brother, Lagos",2023-05-29,2023-05-29,1,2024,1,Lagos,South West,0,0,Safe,96,High,5,5,Moderate Risk
IBD027191,"Auto Crash, Ebonyi",2023-05-29,2023-05-29,4,2024,1,Ebonyi,South East,0,3,Safe,25,Low,1,4,Moderate Risk
IBD027203,"Student vs Host Community, Ogun",2023-05-29,2023-05-28,1,2024,1,Ogun,South West,0,0,Safe,79,Moderate,3,3,Low Risk
IBD027209,"Hoodlums vs Community, Rivers",2023-05-29,2023-05-29,5,2024,1,Rivers,South South,0,3,Safe,90,High,5,8,High Risk
IBD027214,"IPOB Sit-At-Home, Imo",2023-05-29,2023-05-29,1,2024,1,Imo,South East,0,0,Safe,66,Moderate,3,3,Low Risk
IBD027188,"Gunmen Attack, Abia",2023-05-29,2023-05-29,1,2024,1,Abia,South East,2,5,Caution,52,Moderate,3,10,High Risk
IBD027226,"Vigilante Kills Man, Kano",2023-05-29,2023-05-29,1,2024,1,Kano,North West,0,0,Safe,42,Low,1,1,Low Risk
IBD027216,"Thunder Strike, Katsina",2023-05-29,2023-05-29,1,2024,1,Katsina,North West,0,0,Safe,41,Low,1,1,Low Risk
IBD027224,"Police vs Bandits, Katsina",2023-05-29,2023-05-29,2,2024,1,Katsina,North West,1,5,Caution,22,Low,1,7,Moderate Risk
IBD027298,"Kidnappers vs Lovers, Delta",2023-05-29,2023-05-29,2,2024,1,Delta,South South,1,5,Caution,98,High,5,11,High Risk
IBD027576,"Cult Killing, Anambra",2023-05-29,2023-05-29,5,2024,1,Anambra,South East,0,3,Safe,68,Moderate,3,6,Moderate Risk
IBD028076,"Motorcyclist, Delta",2023-05-29,2023-05-29,1,2024,1,Delta,South South,0,0,Safe,95,High,5,5,Moderate Risk
IBD027207,"Explosion , Nasarawa",2023-05-28,2023-05-28,2,2024,1,Nasarawa,North Central,0,0,Safe,28,Low,1,1,Low Risk
IBD027192,"Oracle Custodian Killed, Ondo",2023-05-28,2023-05-28,1,2024,1,Ondo,South West,0,0,Safe,54,Moderate,3,3,Low Risk
