Identifier,Title,Start date,End date,Number of deaths,Year,Month,State,Region,BanditScore,TravelRiskScore,RouteAlert,RainfallLevel,FloodRisk,WeatherRiskScore,CombinedRiskScore,CombinedAlert
IBD026228,"Gunmen vs Ebubeagu Commander, Ebonyi",2023-01-20,2023-01-20,1,2024,1,Ebonyi,South East,1,5,Caution,47,Low,1,7,Moderate Risk
IBD026241,"Assailants vs Man, Kogi",2023-01-20,2023-01-20,1,2024,1,Kogi,North Central,0,0,Safe,11,Low,1,1,Low Risk
IBD026798,"Mysterious Deaths, Enugu",2023-01-20,2023-01-26,4,2024,1,Enugu,South East,0,3,Safe,57,Moderate,3,6,Moderate Risk
IBD026225,"Political Violence, Edo",2023-01-20,2023-01-20,1,2024,1,Edo,South South,0,0,Safe,52,Moderate,3,3,Low Risk
IBD026229,"Gunmen vs Party Members, Ebonyi",2023-01-20,2023-01-20,2,2024,1,Ebonyi,South East,1,5,Caution,28,Low,1,7,Moderate Risk
IBD026226,"Vigilante vs Colleague, Edo",2023-01-19,2023-01-19,1,2024,1,Edo,South South,0,0,Safe,50,Moderate,3,3,Low Risk
IBD026235,"Police vs Man, Kano",2023-01-19,2023-01-19,1,2024,1,Kano,North West,0,0,Safe,48,Low,1,1,Low Risk
IBD026220,"Fulani Herdsmen Attack, Benue",2023-01-19,2023-01-19,9,2024,1,Benue,North Central,2,8,Avoid Route,20,Low,1,11,High Risk
IBD026211,"Police vs Gunmen, Imo",2023-01-18,2023-01-18,3,2024,1,Imo,South East,1,8,Avoid Route,61,Moderate,3,12,Extreme Danger
IBD026223,"Fulani Herdsmen Attack, Edo",2023-01-18,2023-01-18,3,2024,1,Edo,South South,2,8,Avoid Route,61,Moderate,3,13,Extreme Danger
IBD026209,"Building Collapse, Lagos",2023-01-18,2023-01-18,1,2024,1,Lagos,South West,0,0,Safe,82,High,5,5,Moderate Risk
IBD026203,"Auto Crash, Ondo",2023-01-18,2023-01-18,4,2024,1,Ondo,South West,0,3,Safe,51,Moderate,3,6,Moderate Risk
IBD026219,"Army vs Bandits, Zamfara",2023-01-18,2023-01-18,5,2024,1,Zamfara,North West,1,8,Avoid Route,39,Low,1,10,High Risk
IBD026368,"Gunmen Attack, Lagos",2023-01-18,2023-01-18,1,2024,1,Lagos,South West,2,5,Caution,86,High,5,12,Extreme Danger
IBD026214,"Police Kill Kidnapper, Delta",2023-01-18,2023-01-18,1,2024,1,Delta,South South,1,5,Caution,94,High,5,11,High Risk
IBD026205,"Auto Crash, Plateau",2023-01-17,2023-01-17,1,2024,1,Plateau,North Central,0,0,Safe,33,Low,1,1,Low Risk
IBD026204,"Man Murdered, Rivers",2023-01-17,2023-01-17,1,2024,1,Rivers,South South,0,0,Safe,100,High,5,5,Moderate Risk
IBD026212,"Gunmen vs Vigilantes, Kaduna",2023-01-17,2023-01-17,6,2024,1,Kaduna,North West,1,8,Avoid Route,14,Low,1,10,High Risk
IBD026196,"Bandits Kill 3, Katsina",2023-01-17,2023-01-17,3,2024,1,Katsina,North West,1,8,Avoid Route,26,Low,1,10,High Risk
IBD026193,"Police vs Protester, Niger",2023-01-17,2023-01-17,1,2024,1,Niger,North Central,0,0,Safe,26,Low,1,1,Low Risk
IBD026218,"Army vs Bandits, Kebbi",2023-01-17,2023-01-17,5,2024,1,Kebbi,North West,1,8,Avoid Route,34,Low,1,10,High Risk
IBD026199,"Cultists vs Policeman, Abia",2023-01-17,2023-01-17,3,2024,1,Abia,South East,0,3,Safe,58,Moderate,3,6,Moderate Risk
IBD026217,"Army vs Bandits, Katsina",2023-01-17,2023-01-18,3,2024,1,Katsina,North West,1,8,Avoid Route,38,Low,1,10,High Risk
IBD026200,"Police vs Traders, Lagos",2023-01-17,2023-01-17,1,2024,1,Lagos,South West,0,0,Safe,83,High,5,5,Moderate Risk
IBD026379,"Troops vs Bandits, Niger",2023-01-17,2023-01-17,40,2024,1,Niger,North Central,1,10,Avoid Route,34,Low,1,12,Extreme Danger
IBD026207,"Herdsmen Attack, Ondo",2023-01-17,2023-01-17,3,2024,1,Ondo,South West,2,8,Avoid Route,78,Moderate,3,13,Extreme Danger
IBD026197,"Mob vs Thief, Delta",2023-01-16,2023-01-16,1,2024,1,Delta,South South,0,0,Safe,93,High,5,5,Moderate Risk
IBD026202,"Food Poisoning, Lagos",2023-01-16,2023-01-16,1,2024,1,Lagos,South West,0,0,Safe,86,High,5,5,Moderate Risk
IBD026201,"Army vs Bandits, Sokoto",2023-01-16,2023-01-16,20,2024,1,Sokoto,North West,1,10,Avoid Route,32,Low,1,12,Extreme Danger
IBD026213,"Police vs Kidnapper, Delta",2023-01-16,2023-01-16,1,2024,1,Delta,South South,1,5,Caution,94,High,5,11,High Risk
IBD026383,"Army vs Boko Haram, Borno",2023-01-16,2023-01-16,20,2024,1,Borno,North East,0,5,Caution,37,Low,1,6,Moderate Risk
IBD026198,"Army vs Bandits, Kaduna",2023-01-16,2023-01-16,2,2024,1,Kaduna,North West,1,5,Caution,15,Low,1,7,Moderate Risk
IBD026210,"Police vs Armed Robbers, Delta",2023-01-16,2023-01-16,2,2024,1,Delta,South South,0,0,Safe,89,High,5,5,Moderate Risk
IBD026180,"Auto Crash, Lagos",2023-01-15,2023-01-15,1,2024,1,Lagos,South West,0,0,Safe,87,High,5,5,Moderate Risk
IBD026168,"Gunmen Attack INEC Office, Enugu",2023-01-15,2023-01-15,1,2024,1,Enugu,South East,2,5,Caution,50,Moderate,3,10,High Risk
IBD026185,"Auto Crash, Kebbi",2023-01-15,2023-01-15,18,2024,1,Kebbi,North West,0,5,Caution,24,Low,1,6,Moderate Risk
IBD026206,"Cult Clash, Edo",2023-01-15,2023-01-15,4,2024,1,Edo,South South,0,3,Safe,59,Moderate,3,6,Moderate Risk
IBD026208,"Auto Crash, Ebonyi",2023-01-15,2023-01-15,1,2024,1,Ebonyi,South East,0,0,Safe,29,Low,1,1,Low Risk
IBD026173,"Bandits vs Priest, Niger",2023-01-15,2023-01-15,1,2024,1,Niger,North Central,1,5,Caution,15,Low,1,7,Moderate Risk
IBD026810,"Kidnap Victim, Lagos",2023-01-15,2023-01-15,1,2024,1,Lagos,South West,1,5,Caution,100,High,5,11,High Risk
IBD026175,"Auto Crash, FCT (Abuja)",2023-01-15,2023-01-15,6,2024,1,FCT,North Central,0,3,Safe,21,Low,1,4,Moderate Risk
IBD026380,"Army vs Boko Haram, Borno",2023-01-14,2023-01-14,10,2024,1,Borno,North East,0,5,Caution,20,Low,1,6,Moderate Risk
IBD026184,"Electrocution, Enugu",2023-01-14,2023-01-14,1,2024,1,Enugu,South East,0,0,Safe,72,Moderate,3,3,Low Risk
IBD026216,"Robbers vs Man, Kogi",2023-01-14,2023-01-14,1,2024,1,Kogi,North Central,0,0,Safe,20,Low,1,1,Low Risk
IBD026176,"Auto Crash, Plateau",2023-01-14,2023-01-14,2,2024,1,Plateau,North Central,0,0,Safe,48,Low,1,1,Low Risk
IBD026178,"Gunmen vs Vigilante, Kwara",2023-01-14,2023-01-14,2,2024,1,Kwara,North Central,1,5,Caution,30,Low,1,7,Moderate Risk
IBD026181,"Man vs Mother, Delta",2023-01-14,2023-01-14,1,2024,1,Delta,South South,0,0,Safe,90,High,5,5,Moderate Risk
IBD026174,"Youths vs Village Head, Niger",2023-01-14,2023-01-14,1,2024,1,Niger,North Central,0,0,Safe,15,Low,1,1,Low Risk
IBD026177,"Assailants vs Woman, Ondo",2023-01-14,2023-01-14,1,2024,1,Ondo,South West,0,0,Safe,71,Moderate,3,3,Low Risk
IBD026224,"Drug Abuse, Lagos",2023-01-14,2023-01-14,1,2024,1,Lagos,South West,0,0,Safe,88,High,5,5,Moderate Risk
IBD026179,"Domestic Violence, Rivers",2023-01-14,2023-01-14,1,2024,1,Rivers,South South,0,0,Safe,88,High,5,5,Moderate Risk
IBD026166,"Auto Crash, Plateau",2023-01-14,2023-01-14,12,2024,1,Plateau,North Central,0,5,Caution,14,Low,1,6,Moderate Risk
IBD026172,"Police vs Bandits, Kaduna",2023-01-14,2023-01-14,1,2024,1,Kaduna,North West,1,5,Caution,39,Low,1,7,Moderate Risk
IBD026164,"Auto Crash, Bauchi",2023-01-14,2023-01-14,5,2024,1,Bauchi,North East,0,3,Safe,49,Low,1,4,Moderate Risk
IBD026167,"Gunmen vs Policeman, Imo",2023-01-14,2023-01-14,1,2024,1,Imo,South East,1,5,Caution,77,Moderate,3,9,High Risk
IBD026159,"Auto Crash, Ogun",2023-01-14,2023-01-14,10,2024,1,Ogun,South West,0,5,Caution,66,Moderate,3,8,High Risk
IBD026165,"Gunmen Attack, Imo",2023-01-14,2023-01-14,4,2024,1,Imo,South East,2,8,Avoid Route,72,Moderate,3,13,Extreme Danger
IBD026271,"Police vs Man, Lagos",2023-01-14,2023-01-14,2,2024,1,Lagos,South West,0,0,Safe,94,High,5,5,Moderate Risk
IBD026498,"Driver vs Businessman, Ondo",2023-01-14,2023-01-14,1,2024,1,Ondo,South West,0,0,Safe,70,Moderate,3,3,Low Risk
IBD026194,"Youth Dies, FCT (Abuja)",2023-01-13,2023-01-13,1,2024,1,FCT,North Central,0,0,Safe,15,Low,1,1,Low Risk
IBD026169,"Army vs ISWAP, Borno",2023-01-13,2023-01-13,20,2024,1,Borno,North East,0,5,Caution,40,Low,1,6,Moderate Risk
IBD026191,"Mob vs Man, FCT (Abuja)",2023-01-13,2023-01-13,1,2024,1,FCT,North Central,0,0,Safe,13,Low,1,1,Low Risk
IBD026158,"Auto Crash, Abia",2023-01-13,2023-01-13,8,2024,1,Abia,South East,0,3,Safe,71,Moderate,3,6,Moderate Risk
IBD026151,"Inferno, Kaduna",2023-01-13,2023-01-13,4,2024,1,Kaduna,North West,0,3,Safe,10,Low,1,4,Moderate Risk
IBD027548,"Woman Dies, Delta",2023-01-13,2023-01-13,1,2024,1,Delta,South South,0,0,Safe,81,High,5,5,Moderate Risk
IBD026195,"Police vs Cultist, Delta",2023-01-13,2023-01-13,1,2024,1,Delta,South South,0,0,Safe,93,High,5,5,Moderate Risk
IBD026192,"Vigilantes vs Bandits, Nasarawa",2023-01-13,2023-01-13,2,2024,1,Nasarawa,North Central,1,5,Caution,20,Low,1,7,Moderate Risk
IBD026154,"Gunmen vs Vigilante Group, Delta",2023-01-12,2023-01-13,2,2024,1,Delta,South South,1,5,Caution,93,High,5,11,High Risk
IBD026156,"Cult Clash, Delta",2023-01-12,2023-01-12,2,2024,1,Delta,South South,0,0,Safe,81,High,5,5,Moderate Risk
IBD026162,"Army vs Terrorists, Nasarawa",2023-01-12,2023-01-12,2,2024,1,Nasarawa,North Central,1,5,Caution,25,Low,1,7,Moderate Risk
IBD026385,"Security Operatives vs Bandits, Zamfara",2023-01-12,2023-01-12,10,2024,1,Zamfara,North West,1,10,Avoid Route,45,Low,1,12,Extreme Danger
IBD026148,"Kidnappers vs Police, Edo",2023-01-12,2023-01-12,2,2024,1,Edo,South South,1,5,Caution,66,Moderate,3,9,High Risk
IBD026384,"Security Operatives vs Bandits, Zamfara",2023-01-12,2023-01-12,10,2024,1,Zamfara,North West,1,10,Avoid Route,46,Low,1,12,Extreme Danger
IBD026147,"Gunmen Attack, Anambra",2023-01-12,2023-01-12,5,2024,1,Anambra,South East,2,8,Avoid Route,73,Moderate,3,13,Extreme Danger
IBD026160,"Jet Ski Rider Drowns, Lagos",2023-01-11,2023-01-11,1,2024,1,Lagos,South West,0,0,Safe,100,High,5,5,Moderate Risk
IBD026152,"Army vs IPOB/ESN, Imo",2023-01-11,2023-01-11,5,2024,1,Imo,South East,0,3,Safe,52,Moderate,3,6,Moderate Risk
IBD026145,"Bandits Kill Community Leader, Kaduna",2023-01-11,2023-01-11,2,2024,1,Kaduna,North West,1,5,Caution,12,Low,1,7,Moderate Risk
IBD026155,"Auto Crash, Niger",2023-01-11,2023-01-11,1,2024,1,Niger,North Central,0,0,Safe,19,Low,1,1,Low Risk
IBD026153,"Army vs Bandits, Kaduna",2023-01-11,2023-01-11,2,2024,1,Kaduna,North West,1,5,Caution,40,Low,1,7,Moderate Risk
IBD026140,"Auto Crash, FCT (Abuja)",2023-01-10,2023-01-10,1,2024,1,FCT,North Central,0,0,Safe,49,Low,1,1,Low Risk
IBD026142,"Gunmen Kill 4, Anambra",2023-01-10,2023-01-10,4,2024,1,Anambra,South East,1,8,Avoid Route,56,Moderate,3,12,Extreme Danger
IBD026146,"Gunmen Kill Man, FCT (Abuja)",2023-01-10,2023-01-10,1,2024,1,FCT,North Central,1,5,Caution,25,Low,1,7,Moderate Risk
IBD026149,"Gunmen vs Intending Couple, Imo",2023-01-10,2023-01-10,2,2024,1,Imo,South East,1,5,Caution,59,Moderate,3,9,High Risk
IBD026183,"Policemen vs Bandits, Bauchi",2023-01-10,2023-01-10,2,2024,1,Bauchi,North East,1,5,Caution,26,Low,1,7,Moderate Risk
IBD026134,"Auto Crash, Ondo",2023-01-09,2023-01-09,4,2024,1,Ondo,South West,0,3,Safe,71,Moderate,3,6,Moderate Risk
IBD026129,"Yoruba Nation Agitators, Lagos",2023-01-09,2023-01-09,2,2024,1,Lagos,South West,0,0,Safe,85,High,5,5,Moderate Risk
IBD026141,"Security Operative vs Tanker Driver, Rivers",2023-01-09,2023-01-09,1,2024,1,Rivers,South South,0,0,Safe,96,High,5,5,Moderate Risk
IBD026135,"Bandits vs Security Operatives, Kaduna",2023-01-09,2023-01-09,19,2024,1,Kaduna,North West,1,10,Avoid Route,38,Low,1,12,Extreme Danger
IBD026230,"One Killed, Benue",2023-01-09,2023-01-09,1,2024,1,Benue,North Central,0,0,Safe,13,Low,1,1,Low Risk
IBD026182,"Bandits vs Man, Bauchi",2023-01-09,2023-01-09,1,2024,1,Bauchi,North East,1,5,Caution,24,Low,1,7,Moderate Risk
IBD026130,"Cult Killing, Anambra",2023-01-08,2023-01-08,1,2024,1,Anambra,South East,0,0,Safe,76,Moderate,3,3,Low Risk
IBD026143,"Robbers vs Student, Anambra",2023-01-08,2023-01-08,1,2024,1,Anambra,South East,0,0,Safe,74,Moderate,3,3,Low Risk
IBD026157,"Herdsmen vs Farmer, Kwara",2023-01-08,2023-01-08,1,2024,1,Kwara,North Central,1,5,Caution,43,Low,1,7,Moderate Risk
IBD026136,"Auto Crash, Sokoto",2023-01-08,2023-01-08,12,2024,1,Sokoto,North West,0,5,Caution,33,Low,1,6,Moderate Risk
IBD026123,"Auto Crash, Ogun",2023-01-07,2023-01-07,1,2024,1,Ogun,South West,0,0,Safe,70,Moderate,3,3,Low Risk
IBD026115,"Man vs Step-Mother, Kano",2023-01-07,2023-01-07,2,2024,1,Kano,North West,0,0,Safe,41,Low,1,1,Low Risk
IBD026121,"Cultism, Rivers",2023-01-07,2023-01-07,2,2024,1,Rivers,South South,0,0,Safe,97,High,5,5,Moderate Risk
IBD026171,"Policemen vs Bandits, Bauchi",2023-01-07,2023-01-07,2,2024,1,Bauchi,North East,1,5,Caution,17,Low,1,7,Moderate Risk
IBD026150,"Hotelier, Ogun",2023-01-07,2023-01-07,1,2024,1,Ogun,South West,0,0,Safe,53,Moderate,3,3,Low Risk
IBD026131,"Suspected Robber, Lagos",2023-01-07,2023-01-07,1,2024,1,Lagos,South West,0,0,Safe,80,High,5,5,Moderate Risk
IBD026118,"Police vs Gunrunners, Zamfara",2023-01-07,2023-01-07,2,2024,1,Zamfara,North West,0,0,Safe,18,Low,1,1,Low Risk
IBD026381,"Police vs Gunmen, Zamfara",2023-01-07,2023-01-07,2,2024,1,Zamfara,North West,1,5,Caution,22,Low,1,7,Moderate Risk
IBD026968,"Ritual Killing, Ogun",2023-01-07,2023-01-07,1,2024,1,Ogun,South West,0,0,Safe,61,Moderate,3,3,Low Risk
IBD026161,"Auto Crash, Oyo",2023-01-06,2023-01-06,1,2024,1,Oyo,South West,0,0,Safe,46,Low,1,1,Low Risk
IBD026138,"Domestic Violence, Lagos",2023-01-06,2023-01-06,1,2024,1,Lagos,South West,0,0,Safe,91,High,5,5,Moderate Risk
IBD026112,"Auto Crash, Ogun",2023-01-06,2023-01-06,3,2024,1,Ogun,South West,0,3,Safe,74,Moderate,3,6,Moderate Risk
IBD026120,"Gunmen Kill 1, Delta",2023-01-06,2023-01-06,1,2024,1,Delta,South South,1,5,Caution,87,High,5,11,High Risk
IBD026132,"Auto Crash, Lagos",2023-01-06,2023-01-06,1,2024,1,Lagos,South West,0,0,Safe,88,High,5,5,Moderate Risk
IBD026144,"Bandits Kill 1, Kaduna",2023-01-05,2023-01-05,1,2024,1,Kaduna,North West,1,5,Caution,23,Low,1,7,Moderate Risk
IBD026109,"Man vs Wife, Bauchi",2023-01-05,2023-01-05,1,2024,1,Bauchi,North East,0,0,Safe,30,Low,1,1,Low Risk
IBD026133,"Cult Killing, Ondo",2023-01-05,2023-01-05,1,2024,1,Ondo,South West,0,0,Safe,76,Moderate,3,3,Low Risk
IBD026580,"One Dead, Abia",2023-01-05,2023-01-05,1,2024,1,Abia,South East,0,0,Safe,78,Moderate,3,3,Low Risk
IBD026139,"Man Dies, Anambra",2023-01-05,2023-01-05,1,2024,1,Anambra,South East,0,0,Safe,68,Moderate,3,3,Low Risk
IBD026122,"Siblings in Fraud, Delta",2023-01-04,2023-01-04,1,2024,1,Delta,South South,0,0,Safe,88,High,5,5,Moderate Risk
IBD026101,"Gunmen Kill Vigilante, Anambra",2023-01-04,2023-01-04,1,2024,1,Anambra,South East,1,5,Caution,56,Moderate,3,9,High Risk
IBD026082,"Communal Clash, Ondo",2023-01-04,2023-01-04,1,2024,1,Ondo,South West,0,0,Safe,76,Moderate,3,3,Low Risk
IBD026093,"Police vs Kidnappers, Bauchi",2023-01-04,2023-01-04,3,2024,1,Bauchi,North East,1,8,Avoid Route,13,Low,1,10,High Risk
IBD026128,"Man in Police Cell, Abia",2023-01-04,2023-01-04,1,2024,1,Abia,South East,0,0,Safe,78,Moderate,3,3,Low Risk
IBD026111,"Auto Crash, Kano",2023-01-04,2023-01-04,7,2024,1,Kano,North West,0,3,Safe,30,Low,1,4,Moderate Risk
IBD026116,"Police vs Bandits, Nasarawa",2023-01-04,2023-01-04,3,2024,1,Nasarawa,North Central,1,8,Avoid Route,49,Low,1,10,High Risk
IBD026113,"Auto Crash, Bauchi",2023-01-04,2023-01-04,18,2024,1,Bauchi,North East,0,5,Caution,17,Low,1,6,Moderate Risk
IBD026124,"Police Kill Robber, Edo",2023-01-04,2023-01-04,1,2024,1,Edo,South South,0,0,Safe,63,Moderate,3,3,Low Risk
IBD026126,"Police vs Terrorist, Katsina",2023-01-04,2023-01-04,1,2024,1,Katsina,North West,1,5,Caution,21,Low,1,7,Moderate Risk
IBD026098,"Cult War, Delta",2023-01-03,2023-01-03,5,2024,1,Delta,South South,0,3,Safe,94,High,5,8,High Risk
IBD026107,"Boy Drowns, Delta",2023-01-03,2023-01-03,1,2024,1,Delta,South South,0,0,Safe,85,High,5,5,Moderate Risk
IBD026077,"Auto Crash, Kwara",2023-01-03,2023-01-03,2,2024,1,Kwara,North Central,0,0,Safe,27,Low,1,1,Low Risk
IBD026105,"Cultists Kill Man, ANambra",2023-01-03,2023-01-03,3,2024,1,Anambra,South East,0,3,Safe,65,Moderate,3,6,Moderate Risk
IBD026095,"Boat Mishap, Kebbi",2023-01-03,2023-01-03,20,2024,1,Kebbi,North West,0,5,Caution,48,Low,1,6,Moderate Risk
IBD026081,"Auto Crash, Lagos",2023-01-03,2023-01-03,1,2024,1,Lagos,South West,0,0,Safe,90,High,5,5,Moderate Risk
IBD026076,"Auto Crash, Kogi",2023-01-03,2023-01-03,15,2024,1,Kogi,North Central,0,5,Caution,41,Low,1,6,Moderate Risk
IBD026092,"Youths Killed, Ondo",2023-01-03,2023-01-03,4,2024,1,Ondo,South West,0,3,Safe,64,Moderate,3,6,Moderate Risk
IBD026291,"One Killed, Oyo",2023-01-03,2023-01-03,1,2024,1,Oyo,South West,0,0,Safe,38,Low,1,1,Low Risk
IBD026083,"Son vs Father, Akwa Ibom",2023-01-03,2023-01-03,1,2024,1,Akwa Ibom,South South,0,0,Safe,96,High,5,5,Moderate Risk
IBD026099,"Couple Found Dead, Kano",2023-01-02,2023-01-02,2,2024,1,Kano,North West,0,0,Safe,39,Low,1,1,Low Risk
IBD026075,"Police vs Bandit, Katsina",2023-01-02,2023-01-02,1,2024,1,Katsina,North West,1,5,Caution,35,Low,1,7,Moderate Risk
IBD026087,"Gunmen Attack, Nasarawa",2023-01-02,2023-01-02,1,2024,1,Nasarawa,North Central,2,5,Caution,16,Low,1,8,High Risk
IBD026100,"Army Officer vs Passenger, FCT (Abuja)",2023-01-02,2023-01-02,1,2024,1,FCT,North Central,0,0,Safe,33,Low,1,1,Low Risk
IBD026085,"Policemen Killed in Ohakim Convoy, Imo",2023-01-02,2023-01-02,4,2024,1,Imo,South East,0,3,Safe,63,Moderate,3,6,Moderate Risk
IBD026091,"Gunmen Attack, Anambra",2023-01-02,2023-01-02,1,2024,1,Anambra,South East,2,5,Caution,57,Moderate,3,10,High Risk
IBD026356,"Medical Negligence, Bauchi",2023-01-02,2023-01-02,1,2024,1,Bauchi,North East,0,0,Safe,15,Low,1,1,Low Risk
IBD026781,"Medical Negligence, Delta",2023-01-02,2023-01-02,1,2024,1,Delta,South South,0,0,Safe,83,High,5,5,Moderate Risk
IBD026102,"Sex Romp, Ekiti",2023-01-02,2023-01-02,1,2024,1,Ekiti,South West,0,0,Safe,10,Low,1,1,Low Risk
IBD026088,"Army vs Bandits, Kaduna",2023-01-01,2023-01-03,3,2024,1,Kaduna,North West,1,8,Avoid Route,41,Low,1,10,High Risk
IBD026072,"Hoodlums vs Couple, Ogun",2023-01-01,2023-01-01,3,2024,1,Ogun,South West,0,3,Safe,67,Moderate,3,6,Moderate Risk
IBD026096,"Army vs Boko Haram, Borno",2023-01-01,2023-01-01,32,2024,1,Borno,North East,0,5,Caution,49,Low,1,6,Moderate Risk
IBD026074,"Auto Crash, Oyo",2023-01-01,2023-01-01,5,2024,1,Oyo,South West,0,3,Safe,22,Low,1,4,Moderate Risk
IBD026090,"Gunmen Attack, Imo",2023-01-01,2023-01-01,2,2024,1,Imo,South East,2,5,Caution,62,Moderate,3,10,High Risk
IBD026089,"Gunmen Attack, Anambra",2023-01-01,2023-01-01,4,2024,1,Anambra,South East,2,8,Avoid Route,56,Moderate,3,13,Extreme Danger
IBD026125,"Police vs Hoodlum, Katsina",2023-01-01,2023-01-01,1,2024,1,Katsina,North West,0,0,Safe,37,Low,1,1,Low Risk
IBD026103,"Police Kill Bandit, Zamfara",2023-01-01,2023-01-01,1,2024,1,Zamfara,North West,1,5,Caution,18,Low,1,7,Moderate Risk
IBD026078,"Auto Crash, Bauchi",2023-01-01,2023-01-01,7,2024,1,Bauchi,North East,0,3,Safe,11,Low,1,4,Moderate Risk
IBD026069,"Gunmen vs Ebubeagu Commander, Ebonyi",2023-01-01,2023-01-01,1,2024,1,Ebonyi,South East,1,5,Caution,33,Low,1,7,Moderate Risk
IBD026079,"Auto Crash, Ogun",2023-01-01,2023-01-01,1,2024,1,Ogun,South West,0,0,Safe,76,Moderate,3,3,Low Risk
IBD026080,"Auto Crash, Ogun",2023-01-01,2023-01-01,7,2024,1,Ogun,South West,0,3,Safe,77,Moderate,3,6,Moderate Risk
IBD028056,"Ritualist Shrine, Oyo",2023-01-01,2023-06-30,5,2024,1,Oyo,South West,0,3,Safe,35,Low,1,4,Moderate Risk
IBD026110,"Woman vs Co-wife, Bauchi",2023-01-01,2023-01-01,1,2024,1,Bauchi,North East,0,0,Safe,30,Low,1,1,Low Risk
IBD028043,"Police Kill Kidnapper, Yobe",2023-00-20,2023-00-20,1,2024,1,Yobe,North East,1,5,Caution,11,Low,1,7,Moderate Risk
IBD026331,"Assailants vs Man, Delta",2022-12-31,2022-12-31,1,2024,1,Delta,South South,0,0,Safe,86,High,5,5,Moderate Risk
IBD026163,"Communal Clash, Delta",2022-12-31,2022-12-31,3,2024,1,Delta,South South,0,3,Safe,85,High,5,8,High Risk
IBD026097,"Political Issue, Sokoto",2022-12-31,2022-12-31,2,2024,1,Sokoto,North West,0,0,Safe,36,Low,1,1,Low Risk
IBD026117,"Police vs Bandits, Bauchi",2022-12-31,2022-12-31,20,2024,1,Bauchi,North East,1,10,Avoid Route,21,Low,1,12,Extreme Danger
IBD026094,"Police vs Kidnappers/Bandits, Bauchi",2022-12-31,2022-12-31,10,2024,1,Bauchi,North East,2,10,Avoid Route,15,Low,1,13,Extreme Danger
IBD026086,"Auto Crash, Niger",2022-12-31,2022-12-31,4,2024,1,Niger,North Central,0,3,Safe,21,Low,1,4,Moderate Risk
IBD026070,"Inferno, Akwa Ibom",2022-12-30,2022-12-30,2,2024,1,Akwa Ibom,South South,0,0,Safe,82,High,5,5,Moderate Risk
IBD026040,"Auto Crash, Delta",2022-12-29,2022-12-29,3,2024,1,Delta,South South,0,3,Safe,84,High,5,8,High Risk
IBD026084,"Kidnappers Kill Doctor, Delta",2022-12-29,2022-12-29,1,2024,1,Delta,South South,1,5,Caution,93,High,5,11,High Risk
IBD026037,"Bomb Blast, Kogi",2022-12-29,2022-12-29,4,2024,1,Kogi,North Central,0,3,Safe,25,Low,1,4,Moderate Risk
IBD026061,"Motorist Dies, Oyo",2022-12-29,2022-12-29,1,2024,1,Oyo,South West,0,0,Safe,28,Low,1,1,Low Risk
IBD026052,"Banditry, Bauchi",2022-12-29,2022-12-29,32,2024,1,Bauchi,North East,1,10,Avoid Route,23,Low,1,12,Extreme Danger
IBD026044,"Political Supremacy, Ebonyi",2022-12-28,2022-12-28,3,2024,1,Ebonyi,South East,0,3,Safe,39,Low,1,4,Moderate Risk
IBD026043,"Auto Crash, Kogi",2022-12-28,2022-12-28,2,2024,1,Kogi,North Central,0,0,Safe,27,Low,1,1,Low Risk
IBD026240,"Man vs Security Guard, Ondo",2022-12-28,2022-12-28,1,2024,1,Ondo,South West,0,0,Safe,64,Moderate,3,3,Low Risk
IBD026063,"Assailants vs Policeman, Bayelsa",2022-12-28,2022-12-28,1,2024,1,Bayelsa,South South,0,0,Safe,99,High,5,5,Moderate Risk
IBD026039,"Political Violence, Oyo",2022-12-28,2022-12-28,1,2024,1,Oyo,South West,0,0,Safe,11,Low,1,1,Low Risk
IBD026108,"Ritual Killing, Ogun",2022-12-28,2022-12-28,3,2024,1,Ogun,South West,0,3,Safe,65,Moderate,3,6,Moderate Risk
IBD026055,"Police vs Kidnappers, Delta",2022-12-28,2022-12-28,1,2024,1,Delta,South South,1,5,Caution,85,High,5,11,High Risk
IBD026054,"Gunmen Attack, Katsina",2022-12-28,2022-12-28,1,2024,1,Katsina,North West,2,5,Caution,49,Low,1,8,High Risk
IBD026060,"Auto Crash, Imo",2022-12-28,2022-12-28,6,2024,1,Imo,South East,0,3,Safe,52,Moderate,3,6,Moderate Risk
IBD026033,"Auto Crash, Ogun",2022-12-28,2022-12-28,7,2024,1,Ogun,South West,0,3,Safe,52,Moderate,3,6,Moderate Risk
IBD026032,"Auto Crash , Lagos",2022-12-27,2022-12-27,1,2024,1,Lagos,South West,0,0,Safe,87,High,5,5,Moderate Risk
IBD026028,"Auto Crash, Niger",2022-12-27,2022-12-27,7,2024,1,Niger,North Central,0,3,Safe,19,Low,1,4,Moderate Risk
IBD026057,"Banditry, Sokoto",2022-12-27,2022-12-27,10,2024,1,Sokoto,North West,1,10,Avoid Route,18,Low,1,12,Extreme Danger
IBD026034,"Auto Crash, Niger",2022-12-27,2022-12-27,11,2024,1,Niger,North Central,0,5,Caution,22,Low,1,6,Moderate Risk
IBD026038,"Boko Haram Explosion, Niger",2022-12-27,2022-12-27,1,2024,1,Niger,North Central,0,0,Safe,26,Low,1,1,Low Risk
